"input","scenario"
"You are a scenario generator who adheres to real life dynamics while ensuring the generation of fun, witty, and smart scenarios. The scenarios must be realistic. Some examples of scenarios include: You're cycling in a narrow path and you see a herd of bulls charging at you.You wake up one day and see that your entire body is flakey.You are allergic to laughter and attending a stand up show.You want to keep your relationship private and the next door snitch finds out about it.You send a private photo in your family group chat and click on 'delete for me' instead of 'delete for everyone' by mistake.Your close mutual friends are dating in secret, they haven't told you and you just catch them in the act one day.Your roommate only answers in binary and you need to convince him/her for something.You feel an intense urge to sneeze but you've been holding in a fart in the middle of an important official meeting. You can't go to the washroom.Someone locked you in the washroom and you don't have your phone with you.You accidentally reply-all to an email complaining about your boss.Your headphones are tangled with your dog's leash and you're late for an important meeting.You try to cook spaghetti but the water boils over and floods the kitchen just as your date arrives.Your neighbor's parrot starts repeating your secrets loudly in the elevator.Your phone freezes while taking a selfie with a celebrity you accidentally met.You apply soap all over your body while taking a bath and water runs out.You're in the middle of a dance competition and realize that you have severe loose motion.You find a time bomb in your bag in the middle of a class with 10 seconds remaining.You're locked in a room with 20 dogs.You are a boy, the next day you find out that your entire wardrobe has been replaced with female clothes.On the day of a hair product photoshoot, you discover you've lost all your hair overnight.You're giving a presentation and realize your zipper has been down the entire time.You accidentally like your ex's photo from 3 years ago while stalking at 2 AM.You're at a funeral and your stomach growls louder than the eulogy.Your fake ID gets rejected at a club and the bouncer is your uncle.Generate a scenario","Your headphones are tangled with your dog's leash and you're late for an important meeting."
"You are a scenario generator who adheres to real life dynamics while ensuring the generation of fun, witty, and smart scenarios. The scenarios must be realistic. Some examples of scenarios include: You're cycling in a narrow path and you see a herd of bulls charging at you.You wake up one day and see that your entire body is flakey.You are allergic to laughter and attending a stand up show.You want to keep your relationship private and the next door snitch finds out about it.You send a private photo in your family group chat and click on 'delete for me' instead of 'delete for everyone' by mistake.Your close mutual friends are dating in secret, they haven't told you and you just catch them in the act one day.Your roommate only answers in binary and you need to convince him/her for something.You feel an intense urge to sneeze but you've been holding in a fart in the middle of an important official meeting. You can't go to the washroom.Someone locked you in the washroom and you don't have your phone with you.You accidentally reply-all to an email complaining about your boss.Your headphones are tangled with your dog's leash and you're late for an important meeting.You try to cook spaghetti but the water boils over and floods the kitchen just as your date arrives.Your neighbor's parrot starts repeating your secrets loudly in the elevator.Your phone freezes while taking a selfie with a celebrity you accidentally met.You apply soap all over your body while taking a bath and water runs out.You're in the middle of a dance competition and realize that you have severe loose motion.You find a time bomb in your bag in the middle of a class with 10 seconds remaining.You're locked in a room with 20 dogs.You are a boy, the next day you find out that your entire wardrobe has been replaced with female clothes.On the day of a hair product photoshoot, you discover you've lost all your hair overnight.You're giving a presentation and realize your zipper has been down the entire time.You accidentally like your ex's photo from 3 years ago while stalking at 2 AM.You're at a funeral and your stomach growls louder than the eulogy.Your fake ID gets rejected at a club and the bouncer is your uncle.Generate a scenario","You try to cook spaghetti but the water boils over and floods the kitchen just as your date arrives."
"You are a scenario generator who adheres to real life dynamics while ensuring the generation of fun, witty, and smart scenarios. The scenarios must be realistic. Some examples of scenarios include: You're cycling in a narrow path and you see a herd of bulls charging at you.You wake up one day and see that your entire body is flakey.You are allergic to laughter and attending a stand up show.You want to keep your relationship private and the next door snitch finds out about it.You send a private photo in your family group chat and click on 'delete for me' instead of 'delete for everyone' by mistake.Your close mutual friends are dating in secret, they haven't told you and you just catch them in the act one day.Your roommate only answers in binary and you need to convince him/her for something.You feel an intense urge to sneeze but you've been holding in a fart in the middle of an important official meeting. You can't go to the washroom.Someone locked you in the washroom and you don't have your phone with you.You accidentally reply-all to an email complaining about your boss.Your headphones are tangled with your dog's leash and you're late for an important meeting.You try to cook spaghetti but the water boils over and floods the kitchen just as your date arrives.Your neighbor's parrot starts repeating your secrets loudly in the elevator.Your phone freezes while taking a selfie with a celebrity you accidentally met.You apply soap all over your body while taking a bath and water runs out.You're in the middle of a dance competition and realize that you have severe loose motion.You find a time bomb in your bag in the middle of a class with 10 seconds remaining.You're locked in a room with 20 dogs.You are a boy, the next day you find out that your entire wardrobe has been replaced with female clothes.On the day of a hair product photoshoot, you discover you've lost all your hair overnight.You're giving a presentation and realize your zipper has been down the entire time.You accidentally like your ex's photo from 3 years ago while stalking at 2 AM.You're at a funeral and your stomach growls louder than the eulogy.Your fake ID gets rejected at a club and the bouncer is your uncle.Generate a scenario","Your neighbor's parrot starts repeating your secrets loudly in the elevator."
"You are a scenario generator who adheres to real life dynamics while ensuring the generation of fun, witty, and smart scenarios. The scenarios must be realistic. Some examples of scenarios include: You're cycling in a narrow path and you see a herd of bulls charging at you.You wake up one day and see that your entire body is flakey.You are allergic to laughter and attending a stand up show.You want to keep your relationship private and the next door snitch finds out about it.You send a private photo in your family group chat and click on 'delete for me' instead of 'delete for everyone' by mistake.Your close mutual friends are dating in secret, they haven't told you and you just catch them in the act one day.Your roommate only answers in binary and you need to convince him/her for something.You feel an intense urge to sneeze but you've been holding in a fart in the middle of an important official meeting. You can't go to the washroom.Someone locked you in the washroom and you don't have your phone with you.You accidentally reply-all to an email complaining about your boss.Your headphones are tangled with your dog's leash and you're late for an important meeting.You try to cook spaghetti but the water boils over and floods the kitchen just as your date arrives.Your neighbor's parrot starts repeating your secrets loudly in the elevator.Your phone freezes while taking a selfie with a celebrity you accidentally met.You apply soap all over your body while taking a bath and water runs out.You're in the middle of a dance competition and realize that you have severe loose motion.You find a time bomb in your bag in the middle of a class with 10 seconds remaining.You're locked in a room with 20 dogs.You are a boy, the next day you find out that your entire wardrobe has been replaced with female clothes.On the day of a hair product photoshoot, you discover you've lost all your hair overnight.You're giving a presentation and realize your zipper has been down the entire time.You accidentally like your ex's photo from 3 years ago while stalking at 2 AM.You're at a funeral and your stomach growls louder than the eulogy.Your fake ID gets rejected at a club and the bouncer is your uncle.Generate a scenario","Your phone freezes while taking a selfie with a celebrity you accidentally met."
"You are a scenario generator who adheres to real life dynamics while ensuring the generation of fun, witty, and smart scenarios. The scenarios must be realistic. Some examples of scenarios include: You're cycling in a narrow path and you see a herd of bulls charging at you.You wake up one day and see that your entire body is flakey.You are allergic to laughter and attending a stand up show.You want to keep your relationship private and the next door snitch finds out about it.You send a private photo in your family group chat and click on 'delete for me' instead of 'delete for everyone' by mistake.Your close mutual friends are dating in secret, they haven't told you and you just catch them in the act one day.Your roommate only answers in binary and you need to convince him/her for something.You feel an intense urge to sneeze but you've been holding in a fart in the middle of an important official meeting. You can't go to the washroom.Someone locked you in the washroom and you don't have your phone with you.You accidentally reply-all to an email complaining about your boss.Your headphones are tangled with your dog's leash and you're late for an important meeting.You try to cook spaghetti but the water boils over and floods the kitchen just as your date arrives.Your neighbor's parrot starts repeating your secrets loudly in the elevator.Your phone freezes while taking a selfie with a celebrity you accidentally met.You apply soap all over your body while taking a bath and water runs out.You're in the middle of a dance competition and realize that you have severe loose motion.You find a time bomb in your bag in the middle of a class with 10 seconds remaining.You're locked in a room with 20 dogs.You are a boy, the next day you find out that your entire wardrobe has been replaced with female clothes.On the day of a hair product photoshoot, you discover you've lost all your hair overnight.You're giving a presentation and realize your zipper has been down the entire time.You accidentally like your ex's photo from 3 years ago while stalking at 2 AM.You're at a funeral and your stomach growls louder than the eulogy.Your fake ID gets rejected at a club and the bouncer is your uncle.Generate a scenario","You apply soap all over your body while taking a bath and water runs out."
"You are a scenario generator who adheres to real life dynamics while ensuring the generation of fun, witty, and smart scenarios. The scenarios must be realistic. Some examples of scenarios include: You're cycling in a narrow path and you see a herd of bulls charging at you.You wake up one day and see that your entire body is flakey.You are allergic to laughter and attending a stand up show.You want to keep your relationship private and the next door snitch finds out about it.You send a private photo in your family group chat and click on 'delete for me' instead of 'delete for everyone' by mistake.Your close mutual friends are dating in secret, they haven't told you and you just catch them in the act one day.Your roommate only answers in binary and you need to convince him/her for something.You feel an intense urge to sneeze but you've been holding in a fart in the middle of an important official meeting. You can't go to the washroom.Someone locked you in the washroom and you don't have your phone with you.You accidentally reply-all to an email complaining about your boss.Your headphones are tangled with your dog's leash and you're late for an important meeting.You try to cook spaghetti but the water boils over and floods the kitchen just as your date arrives.Your neighbor's parrot starts repeating your secrets loudly in the elevator.Your phone freezes while taking a selfie with a celebrity you accidentally met.You apply soap all over your body while taking a bath and water runs out.You're in the middle of a dance competition and realize that you have severe loose motion.You find a time bomb in your bag in the middle of a class with 10 seconds remaining.You're locked in a room with 20 dogs.You are a boy, the next day you find out that your entire wardrobe has been replaced with female clothes.On the day of a hair product photoshoot, you discover you've lost all your hair overnight.You're giving a presentation and realize your zipper has been down the entire time.You accidentally like your ex's photo from 3 years ago while stalking at 2 AM.You're at a funeral and your stomach growls louder than the eulogy.Your fake ID gets rejected at a club and the bouncer is your uncle.Generate a scenario","You're in the middle of a dance competition and realize that you have severe loose motion."
"You are a scenario generator who adheres to real life dynamics while ensuring the generation of fun, witty, and smart scenarios. The scenarios must be realistic. Some examples of scenarios include: You're cycling in a narrow path and you see a herd of bulls charging at you.You wake up one day and see that your entire body is flakey.You are allergic to laughter and attending a stand up show.You want to keep your relationship private and the next door snitch finds out about it.You send a private photo in your family group chat and click on 'delete for me' instead of 'delete for everyone' by mistake.Your close mutual friends are dating in secret, they haven't told you and you just catch them in the act one day.Your roommate only answers in binary and you need to convince him/her for something.You feel an intense urge to sneeze but you've been holding in a fart in the middle of an important official meeting. You can't go to the washroom.Someone locked you in the washroom and you don't have your phone with you.You accidentally reply-all to an email complaining about your boss.Your headphones are tangled with your dog's leash and you're late for an important meeting.You try to cook spaghetti but the water boils over and floods the kitchen just as your date arrives.Your neighbor's parrot starts repeating your secrets loudly in the elevator.Your phone freezes while taking a selfie with a celebrity you accidentally met.You apply soap all over your body while taking a bath and water runs out.You're in the middle of a dance competition and realize that you have severe loose motion.You find a time bomb in your bag in the middle of a class with 10 seconds remaining.You're locked in a room with 20 dogs.You are a boy, the next day you find out that your entire wardrobe has been replaced with female clothes.On the day of a hair product photoshoot, you discover you've lost all your hair overnight.You're giving a presentation and realize your zipper has been down the entire time.You accidentally like your ex's photo from 3 years ago while stalking at 2 AM.You're at a funeral and your stomach growls louder than the eulogy.Your fake ID gets rejected at a club and the bouncer is your uncle.Generate a scenario","You find a time bomb in your bag in the middle of a class with 10 seconds remaining."
"You are a scenario generator who adheres to real life dynamics while ensuring the generation of fun, witty, and smart scenarios. The scenarios must be realistic. Some examples of scenarios include: You're cycling in a narrow path and you see a herd of bulls charging at you.You wake up one day and see that your entire body is flakey.You are allergic to laughter and attending a stand up show.You want to keep your relationship private and the next door snitch finds out about it.You send a private photo in your family group chat and click on 'delete for me' instead of 'delete for everyone' by mistake.Your close mutual friends are dating in secret, they haven't told you and you just catch them in the act one day.Your roommate only answers in binary and you need to convince him/her for something.You feel an intense urge to sneeze but you've been holding in a fart in the middle of an important official meeting. You can't go to the washroom.Someone locked you in the washroom and you don't have your phone with you.You accidentally reply-all to an email complaining about your boss.Your headphones are tangled with your dog's leash and you're late for an important meeting.You try to cook spaghetti but the water boils over and floods the kitchen just as your date arrives.Your neighbor's parrot starts repeating your secrets loudly in the elevator.Your phone freezes while taking a selfie with a celebrity you accidentally met.You apply soap all over your body while taking a bath and water runs out.You're in the middle of a dance competition and realize that you have severe loose motion.You find a time bomb in your bag in the middle of a class with 10 seconds remaining.You're locked in a room with 20 dogs.You are a boy, the next day you find out that your entire wardrobe has been replaced with female clothes.On the day of a hair product photoshoot, you discover you've lost all your hair overnight.You're giving a presentation and realize your zipper has been down the entire time.You accidentally like your ex's photo from 3 years ago while stalking at 2 AM.You're at a funeral and your stomach growls louder than the eulogy.Your fake ID gets rejected at a club and the bouncer is your uncle.Generate a scenario","You're locked in a room with 20 dogs."
"You are a scenario generator who adheres to real life dynamics while ensuring the generation of fun, witty, and smart scenarios. The scenarios must be realistic. Some examples of scenarios include: You're cycling in a narrow path and you see a herd of bulls charging at you.You wake up one day and see that your entire body is flakey.You are allergic to laughter and attending a stand up show.You want to keep your relationship private and the next door snitch finds out about it.You send a private photo in your family group chat and click on 'delete for me' instead of 'delete for everyone' by mistake.Your close mutual friends are dating in secret, they haven't told you and you just catch them in the act one day.Your roommate only answers in binary and you need to convince him/her for something.You feel an intense urge to sneeze but you've been holding in a fart in the middle of an important official meeting. You can't go to the washroom.Someone locked you in the washroom and you don't have your phone with you.You accidentally reply-all to an email complaining about your boss.Your headphones are tangled with your dog's leash and you're late for an important meeting.You try to cook spaghetti but the water boils over and floods the kitchen just as your date arrives.Your neighbor's parrot starts repeating your secrets loudly in the elevator.Your phone freezes while taking a selfie with a celebrity you accidentally met.You apply soap all over your body while taking a bath and water runs out.You're in the middle of a dance competition and realize that you have severe loose motion.You find a time bomb in your bag in the middle of a class with 10 seconds remaining.You're locked in a room with 20 dogs.You are a boy, the next day you find out that your entire wardrobe has been replaced with female clothes.On the day of a hair product photoshoot, you discover you've lost all your hair overnight.You're giving a presentation and realize your zipper has been down the entire time.You accidentally like your ex's photo from 3 years ago while stalking at 2 AM.You're at a funeral and your stomach growls louder than the eulogy.Your fake ID gets rejected at a club and the bouncer is your uncle.Generate a scenario","You are a boy, the next day you find out that your entire wardrobe has been replaced with female clothes."
"You are a scenario generator who adheres to real life dynamics while ensuring the generation of fun, witty, and smart scenarios. The scenarios must be realistic. Some examples of scenarios include: You're cycling in a narrow path and you see a herd of bulls charging at you.You wake up one day and see that your entire body is flakey.You are allergic to laughter and attending a stand up show.You want to keep your relationship private and the next door snitch finds out about it.You send a private photo in your family group chat and click on 'delete for me' instead of 'delete for everyone' by mistake.Your close mutual friends are dating in secret, they haven't told you and you just catch them in the act one day.Your roommate only answers in binary and you need to convince him/her for something.You feel an intense urge to sneeze but you've been holding in a fart in the middle of an important official meeting. You can't go to the washroom.Someone locked you in the washroom and you don't have your phone with you.You accidentally reply-all to an email complaining about your boss.Your headphones are tangled with your dog's leash and you're late for an important meeting.You try to cook spaghetti but the water boils over and floods the kitchen just as your date arrives.Your neighbor's parrot starts repeating your secrets loudly in the elevator.Your phone freezes while taking a selfie with a celebrity you accidentally met.You apply soap all over your body while taking a bath and water runs out.You're in the middle of a dance competition and realize that you have severe loose motion.You find a time bomb in your bag in the middle of a class with 10 seconds remaining.You're locked in a room with 20 dogs.You are a boy, the next day you find out that your entire wardrobe has been replaced with female clothes.On the day of a hair product photoshoot, you discover you've lost all your hair overnight.You're giving a presentation and realize your zipper has been down the entire time.You accidentally like your ex's photo from 3 years ago while stalking at 2 AM.You're at a funeral and your stomach growls louder than the eulogy.Your fake ID gets rejected at a club and the bouncer is your uncle.Generate a scenario","On the day of a hair product photoshoot, you discover you've lost all your hair overnight."
